,sample_1,sample_2,sample_3,sample_4
"('MAR03291', 'ENSG00000115361 or ENSG00000117054 or ENSG00000161533 or ENSG00000196177')","{'ENSG00000115361': ('ENSG00000115361', 0.18493803622497618, 19.4), 'ENSG00000117054': ('ENSG00000117054', 0.555767397521449, 58.3), 'ENSG00000161533': ('ENSG00000161533', 0.16682554814108677, 17.5), 'ENSG00000196177': ('ENSG00000196177', 0.09246901811248809, 9.7)}","{'ENSG00000115361': ('ENSG00000115361', 0.06108897742363877, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.7755644090305445, 233.6), 'ENSG00000161533': ('ENSG00000161533', 0.030544488711819386, 9.2), 'ENSG00000196177': ('ENSG00000196177', 0.13280212483399734, 40.0)}","{'ENSG00000115361': ('ENSG00000115361', 0.027593603744149767, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.2720358814352574, 279.0), 'ENSG00000161533': ('ENSG00000161533', 0.24336973478939158, 249.6), 'ENSG00000196177': ('ENSG00000196177', 0.45700078003120126, 468.7)}","{'ENSG00000115361': ('ENSG00000115361', 0.03772112382934443, 29.0), 'ENSG00000117054': ('ENSG00000117054', 0.6824921956295527, 524.7), 'ENSG00000161533': ('ENSG00000161533', 0.12942247658688866, 99.5), 'ENSG00000196177': ('ENSG00000196177', 0.15036420395421435, 115.6)}"
"('MAR03295', 'ENSG00000087008 or ENSG00000161533')","{'ENSG00000087008': ('ENSG00000087008', 0.24892703862660942, 5.8), 'ENSG00000161533': ('ENSG00000161533', 0.7510729613733905, 17.5)}","{'ENSG00000087008': ('ENSG00000087008', 0.2520325203252033, 3.1), 'ENSG00000161533': ('ENSG00000161533', 0.7479674796747967, 9.2)}","{'ENSG00000087008': ('ENSG00000087008', 0.04257767548906789, 11.1), 'ENSG00000161533': ('ENSG00000161533', 0.9574223245109321, 249.6)}","{'ENSG00000087008': ('ENSG00000087008', 0.06484962406015038, 6.9), 'ENSG00000161533': ('ENSG00000161533', 0.9351503759398496, 99.5)}"
"('MAR03297', 'ENSG00000084754 or ENSG00000113790 or ENSG00000127884 or ENSG00000138029')","{'ENSG00000084754': ('ENSG00000084754', 0.19563343866704969, 68.1), 'ENSG00000113790': ('ENSG00000113790', 0.05573111174949726, 19.4), 'ENSG00000127884': ('ENSG00000127884', 0.49152542372881347, 171.1), 'ENSG00000138029': ('ENSG00000138029', 0.25711002585463943, 89.5)}","{'ENSG00000084754': ('ENSG00000084754', 0.13154228855721392, 132.2), 'ENSG00000113790': ('ENSG00000113790', 0.0060696517412935315, 6.1), 'ENSG00000127884': ('ENSG00000127884', 0.4495522388059702, 451.8), 'ENSG00000138029': ('ENSG00000138029', 0.41283582089552234, 414.9)}","{'ENSG00000084754': ('ENSG00000084754', 0.076227881244985, 180.5), 'ENSG00000113790': ('ENSG00000113790', 0.11693905992651717, 276.9), 'ENSG00000127884': ('ENSG00000127884', 0.6858820051522446, 1624.1), 'ENSG00000138029': ('ENSG00000138029', 0.12095105367625321, 286.4)}","{'ENSG00000084754': ('ENSG00000084754', 0.06541948812119822, 171.0), 'ENSG00000113790': ('ENSG00000113790', 0.048012548299475884, 125.5), 'ENSG00000127884': ('ENSG00000127884', 0.7776502544091206, 2032.7), 'ENSG00000138029': ('ENSG00000138029', 0.10891770917020545, 284.7)}"
"('MAR03299', 'ENSG00000113790')","{'ENSG00000113790': ('ENSG00000113790', 1, 19.4)}","{'ENSG00000113790': ('ENSG00000113790', 1, 6.1)}","{'ENSG00000113790': ('ENSG00000113790', 1, 276.9)}","{'ENSG00000113790': ('ENSG00000113790', 1, 125.5)}"
"('MAR03300', 'ENSG00000143393 or ENSG00000241973')","{'ENSG00000143393': ('ENSG00000143393', 1, 5.8)}","{'ENSG00000143393': ('ENSG00000143393', 1, 12.3)}","{'ENSG00000143393': ('ENSG00000143393', 1, 11.0)}","{'ENSG00000143393': ('ENSG00000143393', 1, 14.7)}"
"('MAR03303', 'ENSG00000143393 or ENSG00000241973')","{'ENSG00000143393': ('ENSG00000143393', 1, 5.8)}","{'ENSG00000143393': ('ENSG00000143393', 1, 12.3)}","{'ENSG00000143393': ('ENSG00000143393', 1, 11.0)}","{'ENSG00000143393': ('ENSG00000143393', 1, 14.7)}"
"('MAR03308', 'ENSG00000143393 or ENSG00000241973')","{'ENSG00000143393': ('ENSG00000143393', 1, 5.8)}","{'ENSG00000143393': ('ENSG00000143393', 1, 12.3)}","{'ENSG00000143393': ('ENSG00000143393', 1, 11.0)}","{'ENSG00000143393': ('ENSG00000143393', 1, 14.7)}"
"('MAR03313', '(ENSG00000011405 and ENSG00000133056) or ENSG00000139144')","{'ENSG00000011405': ('ENSG00000011405', 0.5278174037089872, 37.0), 'ENSG00000139144': ('ENSG00000139144', 0.4721825962910129, 33.1)}","{'ENSG00000011405': ('ENSG00000011405', 0.8739837398373983, 21.5), 'ENSG00000139144': ('ENSG00000139144', 0.12601626016260162, 3.1)}","{'ENSG00000011405': ('ENSG00000011405', 0.5, 25.4), 'ENSG00000139144': ('ENSG00000139144', 0.5, 25.4)}","{'ENSG00000011405': ('ENSG00000011405', 0.9612068965517242, 22.3), 'ENSG00000139144': ('ENSG00000139144', 0.03879310344827586, 0.9)}"
"('MAR03318', 'ENSG00000107242 or ENSG00000143398 or ENSG00000186111')","{'ENSG00000143398': ('ENSG00000143398', 1, 31.1)}","{'ENSG00000143398': ('ENSG00000143398', 1, 9.2)}","{'ENSG00000143398': ('ENSG00000143398', 1, 11.3)}","{'ENSG00000143398': ('ENSG00000143398', 1, 9.6)}"
"('MAR03324', '')",{},{},{},{}
"('MAR03325', 'ENSG00000150867 or ENSG00000166908 or ENSG00000276293')","{'ENSG00000150867': ('ENSG00000150867', 0.31028368794326244, 17.5), 'ENSG00000166908': ('ENSG00000166908', 0.6897163120567376, 38.9)}","{'ENSG00000150867': ('ENSG00000150867', 0.3333333333333333, 9.2), 'ENSG00000166908': ('ENSG00000166908', 0.6666666666666666, 18.4)}","{'ENSG00000150867': ('ENSG00000150867', 0.5634517766497462, 11.1), 'ENSG00000166908': ('ENSG00000166908', 0.4365482233502538, 8.6)}","{'ENSG00000150867': ('ENSG00000150867', 0.5448028673835126, 15.2), 'ENSG00000166908': ('ENSG00000166908', 0.4551971326164875, 12.7)}"
"('MAR03354', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 83.6)}","{'ENSG00000117448': ('ENSG00000117448', 1, 119.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 315.0)}","{'ENSG00000117448': ('ENSG00000117448', 1, 1034.2)}"
"('MAR03366', 'ENSG00000161533')","{'ENSG00000161533': ('ENSG00000161533', 1, 17.5)}","{'ENSG00000161533': ('ENSG00000161533', 1, 9.2)}","{'ENSG00000161533': ('ENSG00000161533', 1, 249.6)}","{'ENSG00000161533': ('ENSG00000161533', 1, 99.5)}"
"('MAR03371', 'ENSG00000161533')","{'ENSG00000161533': ('ENSG00000161533', 1, 17.5)}","{'ENSG00000161533': ('ENSG00000161533', 1, 9.2)}","{'ENSG00000161533': ('ENSG00000161533', 1, 249.6)}","{'ENSG00000161533': ('ENSG00000161533', 1, 99.5)}"
"('MAR03374', 'ENSG00000113790 or ENSG00000167969 or ENSG00000198721')","{'ENSG00000113790': ('ENSG00000113790', 0.1662382176520994, 19.4), 'ENSG00000167969': ('ENSG00000167969', 0.5167095115681234, 60.3), 'ENSG00000198721': ('ENSG00000198721', 0.3170522707797772, 37.0)}","{'ENSG00000113790': ('ENSG00000113790', 0.011026753434562544, 6.1), 'ENSG00000167969': ('ENSG00000167969', 0.3333333333333333, 184.4), 'ENSG00000198721': ('ENSG00000198721', 0.655639913232104, 362.7)}","{'ENSG00000113790': ('ENSG00000113790', 0.37812371978697257, 276.9), 'ENSG00000167969': ('ENSG00000167969', 0.327051754745323, 239.5), 'ENSG00000198721': ('ENSG00000198721', 0.29482452546770455, 215.9)}","{'ENSG00000113790': ('ENSG00000113790', 0.15047961630695444, 125.5), 'ENSG00000167969': ('ENSG00000167969', 0.25059952038369304, 209.0), 'ENSG00000198721': ('ENSG00000198721', 0.5989208633093526, 499.5)}"
"('MAR03376', 'ENSG00000104823')","{'ENSG00000104823': ('ENSG00000104823', 1, 136.1)}","{'ENSG00000104823': ('ENSG00000104823', 1, 396.5)}","{'ENSG00000104823': ('ENSG00000104823', 1, 661.2)}","{'ENSG00000104823': ('ENSG00000104823', 1, 773.5)}"
"('MAR03377', 'ENSG00000104325')","{'ENSG00000104325': ('ENSG00000104325', 1, 68.1)}","{'ENSG00000104325': ('ENSG00000104325', 1, 344.2)}","{'ENSG00000104325': ('ENSG00000104325', 1, 338.1)}","{'ENSG00000104325': ('ENSG00000104325', 1, 459.7)}"
"('MAR03378', 'ENSG00000113790 or ENSG00000167969 or ENSG00000198721')","{'ENSG00000113790': ('ENSG00000113790', 0.1662382176520994, 19.4), 'ENSG00000167969': ('ENSG00000167969', 0.5167095115681234, 60.3), 'ENSG00000198721': ('ENSG00000198721', 0.3170522707797772, 37.0)}","{'ENSG00000113790': ('ENSG00000113790', 0.011026753434562544, 6.1), 'ENSG00000167969': ('ENSG00000167969', 0.3333333333333333, 184.4), 'ENSG00000198721': ('ENSG00000198721', 0.655639913232104, 362.7)}","{'ENSG00000113790': ('ENSG00000113790', 0.37812371978697257, 276.9), 'ENSG00000167969': ('ENSG00000167969', 0.327051754745323, 239.5), 'ENSG00000198721': ('ENSG00000198721', 0.29482452546770455, 215.9)}","{'ENSG00000113790': ('ENSG00000113790', 0.15047961630695444, 125.5), 'ENSG00000167969': ('ENSG00000167969', 0.25059952038369304, 209.0), 'ENSG00000198721': ('ENSG00000198721', 0.5989208633093526, 499.5)}"
"('MAR03379', 'ENSG00000084754 or ENSG00000113790 or ENSG00000127884 or ENSG00000138029')","{'ENSG00000084754': ('ENSG00000084754', 0.19563343866704969, 68.1), 'ENSG00000113790': ('ENSG00000113790', 0.05573111174949726, 19.4), 'ENSG00000127884': ('ENSG00000127884', 0.49152542372881347, 171.1), 'ENSG00000138029': ('ENSG00000138029', 0.25711002585463943, 89.5)}","{'ENSG00000084754': ('ENSG00000084754', 0.13154228855721392, 132.2), 'ENSG00000113790': ('ENSG00000113790', 0.0060696517412935315, 6.1), 'ENSG00000127884': ('ENSG00000127884', 0.4495522388059702, 451.8), 'ENSG00000138029': ('ENSG00000138029', 0.41283582089552234, 414.9)}","{'ENSG00000084754': ('ENSG00000084754', 0.076227881244985, 180.5), 'ENSG00000113790': ('ENSG00000113790', 0.11693905992651717, 276.9), 'ENSG00000127884': ('ENSG00000127884', 0.6858820051522446, 1624.1), 'ENSG00000138029': ('ENSG00000138029', 0.12095105367625321, 286.4)}","{'ENSG00000084754': ('ENSG00000084754', 0.06541948812119822, 171.0), 'ENSG00000113790': ('ENSG00000113790', 0.048012548299475884, 125.5), 'ENSG00000127884': ('ENSG00000127884', 0.7776502544091206, 2032.7), 'ENSG00000138029': ('ENSG00000138029', 0.10891770917020545, 284.7)}"
"('MAR03380', 'ENSG00000072506 or ENSG00000113790 or ENSG00000133835 or ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 0.5598971722365039, 108.9), 'ENSG00000113790': ('ENSG00000113790', 0.09974293059125963, 19.4), 'ENSG00000133835': ('ENSG00000133835', 0.1701799485861183, 33.1), 'ENSG00000138796': ('ENSG00000138796', 0.17017994858611826, 33.1)}","{'ENSG00000072506': ('ENSG00000072506', 0.5725285643318431, 230.5), 'ENSG00000113790': ('ENSG00000113790', 0.01515151515151515, 6.1), 'ENSG00000133835': ('ENSG00000133835', 0.145057128663686, 58.4), 'ENSG00000138796': ('ENSG00000138796', 0.26726279185295576, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 0.38972496107939814, 525.7), 'ENSG00000113790': ('ENSG00000113790', 0.20527837497219956, 276.9), 'ENSG00000133835': ('ENSG00000133835', 0.1745867002742976, 235.5), 'ENSG00000138796': ('ENSG00000138796', 0.23040996367410485, 310.8)}","{'ENSG00000072506': ('ENSG00000072506', 0.4688111545988259, 383.3), 'ENSG00000113790': ('ENSG00000113790', 0.1534980430528376, 125.5), 'ENSG00000133835': ('ENSG00000133835', 0.07167318982387476, 58.6), 'ENSG00000138796': ('ENSG00000138796', 0.30601761252446186, 250.2)}"
"('MAR03381', 'ENSG00000084754 or ENSG00000138029 or ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 0.33026188166828324, 68.1), 'ENSG00000138029': ('ENSG00000138029', 0.43404461687681867, 89.5), 'ENSG00000167315': ('ENSG00000167315', 0.23569350145489817, 48.6)}","{'ENSG00000084754': ('ENSG00000084754', 0.1762901720229364, 132.2), 'ENSG00000138029': ('ENSG00000138029', 0.5532737698359781, 414.9), 'ENSG00000167315': ('ENSG00000167315', 0.27043605814108557, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 0.12701428470902823, 180.5), 'ENSG00000138029': ('ENSG00000138029', 0.20153402293997605, 286.4), 'ENSG00000167315': ('ENSG00000167315', 0.6714516923509958, 954.2)}","{'ENSG00000084754': ('ENSG00000084754', 0.16401304431229619, 171.0), 'ENSG00000138029': ('ENSG00000138029', 0.2730673316708229, 284.7), 'ENSG00000167315': ('ENSG00000167315', 0.5629196240168809, 586.9)}"
"('MAR03382', '')",{},{},{},{}
"('MAR03383', '')",{},{},{},{}
"('MAR03384', 'ENSG00000107537')","{'ENSG00000107537': ('ENSG00000107537', 1, 35.0)}","{'ENSG00000107537': ('ENSG00000107537', 1, 92.2)}","{'ENSG00000107537': ('ENSG00000107537', 1, 169.1)}","{'ENSG00000107537': ('ENSG00000107537', 1, 286.3)}"
"('MAR03385', 'ENSG00000131373')","{'ENSG00000131373': ('ENSG00000131373', 1, 9.7)}","{'ENSG00000131373': ('ENSG00000131373', 1, 6.1)}","{'ENSG00000131373': ('ENSG00000131373', 1, 26.4)}","{'ENSG00000131373': ('ENSG00000131373', 1, 28.5)}"
"('MAR03386', 'ENSG00000107537')","{'ENSG00000107537': ('ENSG00000107537', 1, 35.0)}","{'ENSG00000107537': ('ENSG00000107537', 1, 92.2)}","{'ENSG00000107537': ('ENSG00000107537', 1, 169.1)}","{'ENSG00000107537': ('ENSG00000107537', 1, 286.3)}"
"('MAR03387', 'ENSG00000068366 or ENSG00000103740 or ENSG00000119673 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000177465 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.425531914893617, 72.0), 'ENSG00000119673': ('ENSG00000119673', 0.034278959810874705, 5.8), 'ENSG00000123983': ('ENSG00000123983', 0.25295508274231676, 42.8), 'ENSG00000140284': ('ENSG00000140284', 0.034278959810874705, 5.8), 'ENSG00000151726': ('ENSG00000151726', 0.1956264775413712, 33.1), 'ENSG00000177465': ('ENSG00000177465', 0.057328605200945626, 9.7)}","{'ENSG00000068366': ('ENSG00000068366', 0.4381061038220194, 76.8), 'ENSG00000119673': ('ENSG00000119673', 0.08784940102681119, 15.4), 'ENSG00000123983': ('ENSG00000123983', 0.017683970336565887, 3.1), 'ENSG00000140284': ('ENSG00000140284', 0.01768397033656589, 3.1), 'ENSG00000151726': ('ENSG00000151726', 0.3508271534512265, 61.5), 'ENSG00000177465': ('ENSG00000177465', 0.08784940102681119, 15.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.02511258682543317, 32.9), 'ENSG00000119673': ('ENSG00000119673', 0.0218303946263644, 28.6), 'ENSG00000123983': ('ENSG00000123983', 0.03518815357606289, 46.1), 'ENSG00000140284': ('ENSG00000140284', 0.1309823677581864, 171.6), 'ENSG00000151726': ('ENSG00000151726', 0.764063811922754, 1001.0), 'ENSG00000177465': ('ENSG00000177465', 0.02282268529119914, 29.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.046054750402576485, 14.3), 'ENSG00000119673': ('ENSG00000119673', 0.15362318840579708, 47.7), 'ENSG00000123983': ('ENSG00000123983', 0.0318840579710145, 9.9), 'ENSG00000140284': ('ENSG00000140284', 0.3091787439613527, 96.0), 'ENSG00000151726': ('ENSG00000151726', 0.30499194847020933, 94.7), 'ENSG00000177465': ('ENSG00000177465', 0.15426731078904993, 47.9)}"
"('MAR03388', '')",{},{},{},{}
"('MAR03389', 'ENSG00000140284')","{'ENSG00000140284': ('ENSG00000140284', 1, 5.8)}","{'ENSG00000140284': ('ENSG00000140284', 1, 3.1)}","{'ENSG00000140284': ('ENSG00000140284', 1, 171.6)}","{'ENSG00000140284': ('ENSG00000140284', 1, 96.0)}"
"('MAR03390', '')",{},{},{},{}
"('MAR03391', 'ENSG00000005381 or ENSG00000117592')","{'ENSG00000117592': ('ENSG00000117592', 1, 260.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 713.0)}","{'ENSG00000117592': ('ENSG00000117592', 1, 1371.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 724.4)}"
"('MAR03392', '')",{},{},{},{}
"('MAR03393', 'ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.1942857142857143, 13.6), 'ENSG00000066322': ('ENSG00000066322', 0.6385714285714287, 44.7), 'ENSG00000170522': ('ENSG00000170522', 0.16714285714285712, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.44565217391304346, 12.3), 'ENSG00000066322': ('ENSG00000066322', 0.3333333333333333, 9.2), 'ENSG00000170522': ('ENSG00000170522', 0.22101449275362317, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.4590078328981724, 87.9), 'ENSG00000066322': ('ENSG00000066322', 0.0720626631853786, 13.8), 'ENSG00000170522': ('ENSG00000170522', 0.46892950391644905, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.6467391304347826, 47.6), 'ENSG00000066322': ('ENSG00000066322', 0.2717391304347826, 20.0), 'ENSG00000170522': ('ENSG00000170522', 0.08152173913043478, 6.0)}"
"('MAR03394', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03395', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03399', 'ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.1942857142857143, 13.6), 'ENSG00000066322': ('ENSG00000066322', 0.6385714285714287, 44.7), 'ENSG00000170522': ('ENSG00000170522', 0.16714285714285712, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.44565217391304346, 12.3), 'ENSG00000066322': ('ENSG00000066322', 0.3333333333333333, 9.2), 'ENSG00000170522': ('ENSG00000170522', 0.22101449275362317, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.4590078328981724, 87.9), 'ENSG00000066322': ('ENSG00000066322', 0.0720626631853786, 13.8), 'ENSG00000170522': ('ENSG00000170522', 0.46892950391644905, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.6467391304347826, 47.6), 'ENSG00000066322': ('ENSG00000066322', 0.2717391304347826, 20.0), 'ENSG00000170522': ('ENSG00000170522', 0.08152173913043478, 6.0)}"
"('MAR03400', 'ENSG00000203857 or ENSG00000203859')",{},{},{},{}
"('MAR03401', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03402', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03403', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03404', 'ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.1942857142857143, 13.6), 'ENSG00000066322': ('ENSG00000066322', 0.6385714285714287, 44.7), 'ENSG00000170522': ('ENSG00000170522', 0.16714285714285712, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.44565217391304346, 12.3), 'ENSG00000066322': ('ENSG00000066322', 0.3333333333333333, 9.2), 'ENSG00000170522': ('ENSG00000170522', 0.22101449275362317, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.4590078328981724, 87.9), 'ENSG00000066322': ('ENSG00000066322', 0.0720626631853786, 13.8), 'ENSG00000170522': ('ENSG00000170522', 0.46892950391644905, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.6467391304347826, 47.6), 'ENSG00000066322': ('ENSG00000066322', 0.2717391304347826, 20.0), 'ENSG00000170522': ('ENSG00000170522', 0.08152173913043478, 6.0)}"
"('MAR03405', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03410', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03412', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03415', 'ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.1942857142857143, 13.6), 'ENSG00000066322': ('ENSG00000066322', 0.6385714285714287, 44.7), 'ENSG00000170522': ('ENSG00000170522', 0.16714285714285712, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.44565217391304346, 12.3), 'ENSG00000066322': ('ENSG00000066322', 0.3333333333333333, 9.2), 'ENSG00000170522': ('ENSG00000170522', 0.22101449275362317, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.4590078328981724, 87.9), 'ENSG00000066322': ('ENSG00000066322', 0.0720626631853786, 13.8), 'ENSG00000170522': ('ENSG00000170522', 0.46892950391644905, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.6467391304347826, 47.6), 'ENSG00000066322': ('ENSG00000066322', 0.2717391304347826, 20.0), 'ENSG00000170522': ('ENSG00000170522', 0.08152173913043478, 6.0)}"
"('MAR03417', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03418', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03419', '')",{},{},{},{}
"('MAR03420', 'ENSG00000149809')","{'ENSG00000149809': ('ENSG00000149809', 1, 48.6)}","{'ENSG00000149809': ('ENSG00000149809', 1, 6.1)}","{'ENSG00000149809': ('ENSG00000149809', 1, 181.3)}","{'ENSG00000149809': ('ENSG00000149809', 1, 59.0)}"
"('MAR03434', 'ENSG00000149809')","{'ENSG00000149809': ('ENSG00000149809', 1, 48.6)}","{'ENSG00000149809': ('ENSG00000149809', 1, 6.1)}","{'ENSG00000149809': ('ENSG00000149809', 1, 181.3)}","{'ENSG00000149809': ('ENSG00000149809', 1, 59.0)}"
"('MAR03435', '')",{},{},{},{}
"('MAR03436', 'ENSG00000019186')",{},{},{},{}
"('MAR03437', '')",{},{},{},{}
"('MAR03438', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
"('MAR03439', 'ENSG00000012660 or ENSG00000118402 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.5375494071146245, 13.6), 'ENSG00000170522': ('ENSG00000170522', 0.46245059288537554, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.6684782608695653, 12.3), 'ENSG00000170522': ('ENSG00000170522', 0.3315217391304348, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.49465391108610024, 87.9), 'ENSG00000170522': ('ENSG00000170522', 0.5053460889138999, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.8880597014925373, 47.6), 'ENSG00000170522': ('ENSG00000170522', 0.11194029850746269, 6.0)}"
"('MAR03440', 'ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977')","{'ENSG00000012660': ('ENSG00000012660', 0.1942857142857143, 13.6), 'ENSG00000066322': ('ENSG00000066322', 0.6385714285714287, 44.7), 'ENSG00000170522': ('ENSG00000170522', 0.16714285714285712, 11.7)}","{'ENSG00000012660': ('ENSG00000012660', 0.44565217391304346, 12.3), 'ENSG00000066322': ('ENSG00000066322', 0.3333333333333333, 9.2), 'ENSG00000170522': ('ENSG00000170522', 0.22101449275362317, 6.1)}","{'ENSG00000012660': ('ENSG00000012660', 0.4590078328981724, 87.9), 'ENSG00000066322': ('ENSG00000066322', 0.0720626631853786, 13.8), 'ENSG00000170522': ('ENSG00000170522', 0.46892950391644905, 89.8)}","{'ENSG00000012660': ('ENSG00000012660', 0.6467391304347826, 47.6), 'ENSG00000066322': ('ENSG00000066322', 0.2717391304347826, 20.0), 'ENSG00000170522': ('ENSG00000170522', 0.08152173913043478, 6.0)}"
"('MAR03442', 'ENSG00000066322')","{'ENSG00000066322': ('ENSG00000066322', 1, 44.7)}","{'ENSG00000066322': ('ENSG00000066322', 1, 9.2)}","{'ENSG00000066322': ('ENSG00000066322', 1, 13.8)}","{'ENSG00000066322': ('ENSG00000066322', 1, 20.0)}"
