,sample_1,sample_2,sample_3,sample_4,sample_5
"('MAR04131', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}","{'ENSG00000213930': ('ENSG00000213930', 1, 42.7)}"
"('MAR04132', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}","{'ENSG00000213930': ('ENSG00000213930', 1, 42.7)}"
"('MAR04303', 'ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000171298': ('ENSG00000171298', 0.6531365313653136, 17.7), 'ENSG00000214013': ('ENSG00000214013', 0.34686346863468637, 9.4)}","{'ENSG00000171298': ('ENSG00000171298', 0.2520325203252033, 3.1), 'ENSG00000214013': ('ENSG00000214013', 0.7479674796747967, 9.2)}","{'ENSG00000171298': ('ENSG00000171298', 0.75, 17.4), 'ENSG00000214013': ('ENSG00000214013', 0.25, 5.8)}","{'ENSG00000171298': ('ENSG00000171298', 0.62751677852349, 18.7), 'ENSG00000214013': ('ENSG00000214013', 0.3724832214765101, 11.1)}","{'ENSG00000171298': ('ENSG00000171298', 0.7238493723849373, 17.3), 'ENSG00000214013': ('ENSG00000214013', 0.27615062761506276, 6.6)}"
"('MAR04414', 'ENSG00000108479 or ENSG00000156958 or ENSG00000166262')","{'ENSG00000156958': ('ENSG00000156958', 1, 3.4)}","{'ENSG00000156958': ('ENSG00000156958', 1, 24.6)}","{'ENSG00000156958': ('ENSG00000156958', 1, 14.2)}","{'ENSG00000156958': ('ENSG00000156958', 1, 21.0)}","{'ENSG00000156958': ('ENSG00000156958', 1, 45.0)}"
"('MAR04415', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000170266': ('ENSG00000170266', 1, 8.5)}","{'ENSG00000170266': ('ENSG00000170266', 1, 12.3)}","{'ENSG00000170266': ('ENSG00000170266', 1, 15.7)}","{'ENSG00000170266': ('ENSG00000170266', 1, 35.2)}","{'ENSG00000170266': ('ENSG00000170266', 1, 27.1)}"
"('MAR04416', 'ENSG00000102393 or ENSG00000170266 or ENSG00000241343')","{'ENSG00000102393': ('ENSG00000102393', 0.49101796407185627, 8.2), 'ENSG00000170266': ('ENSG00000170266', 0.5089820359281437, 8.5)}","{'ENSG00000102393': ('ENSG00000102393', 0.3315217391304348, 6.1), 'ENSG00000170266': ('ENSG00000170266', 0.6684782608695653, 12.3)}","{'ENSG00000102393': ('ENSG00000102393', 0.7081784386617102, 38.1), 'ENSG00000170266': ('ENSG00000170266', 0.29182156133828996, 15.7)}","{'ENSG00000102393': ('ENSG00000102393', 0.17370892018779344, 7.4), 'ENSG00000170266': ('ENSG00000170266', 0.8262910798122066, 35.2)}","{'ENSG00000102393': ('ENSG00000102393', 0.25753424657534246, 9.4), 'ENSG00000170266': ('ENSG00000170266', 0.7424657534246576, 27.1)}"
"('MAR04774', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.34866310160427805, 32.6), 'ENSG00000141959': ('ENSG00000141959', 0.5155080213903743, 48.2), 'ENSG00000152556': ('ENSG00000152556', 0.13582887700534757, 12.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.04968553459119497, 7.9), 'ENSG00000141959': ('ENSG00000141959', 0.781132075471698, 124.2), 'ENSG00000152556': ('ENSG00000152556', 0.1691823899371069, 26.9)}"
"('MAR04775', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.34866310160427805, 32.6), 'ENSG00000141959': ('ENSG00000141959', 0.5155080213903743, 48.2), 'ENSG00000152556': ('ENSG00000152556', 0.13582887700534757, 12.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.04968553459119497, 7.9), 'ENSG00000141959': ('ENSG00000141959', 0.781132075471698, 124.2), 'ENSG00000152556': ('ENSG00000152556', 0.1691823899371069, 26.9)}"
"('MAR04831', '')",{},{},{},{},{}
"('MAR04832', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000170266': ('ENSG00000170266', 1, 8.5)}","{'ENSG00000170266': ('ENSG00000170266', 1, 12.3)}","{'ENSG00000170266': ('ENSG00000170266', 1, 15.7)}","{'ENSG00000170266': ('ENSG00000170266', 1, 35.2)}","{'ENSG00000170266': ('ENSG00000170266', 1, 27.1)}"
"('MAR07674', 'ENSG00000086062 or ENSG00000117411 or ENSG00000167531')","{'ENSG00000086062': ('ENSG00000086062', 1, 41.8)}","{'ENSG00000086062': ('ENSG00000086062', 1, 9.2)}","{'ENSG00000086062': ('ENSG00000086062', 1, 56.6)}","{'ENSG00000086062': ('ENSG00000086062', 1, 175.2)}","{'ENSG00000086062': ('ENSG00000086062', 1, 49.6)}"
"('MAR08761', 'ENSG00000138030')",{},{},{},{},{}
"('MAR08762', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.7293814432989691, 28.3), 'ENSG00000149925': ('ENSG00000149925', 0.27061855670103097, 10.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.03150406504065041, 3.1), 'ENSG00000149925': ('ENSG00000149925', 0.9684959349593496, 95.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.23937360178970915, 10.7), 'ENSG00000149925': ('ENSG00000149925', 0.7606263982102908, 34.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.9503858875413451, 86.2), 'ENSG00000149925': ('ENSG00000149925', 0.04961411245865491, 4.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.02631578947368421, 2.2), 'ENSG00000149925': ('ENSG00000149925', 0.9736842105263157, 81.4)}"
"('MAR08764', 'ENSG00000115850')",{},{},{},{},{}
"('MAR08766', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 63.7)}"
"('MAR08767', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}","{'ENSG00000213930': ('ENSG00000213930', 1, 42.7)}"
"('MAR00454', '')",{},{},{},{},{}
"('MAR04297', 'ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000123836': ('ENSG00000123836', 1, 87.0)}","{'ENSG00000123836': ('ENSG00000123836', 1, 30.7)}","{'ENSG00000123836': ('ENSG00000123836', 1, 2.4)}","{'ENSG00000123836': ('ENSG00000123836', 1, 6.3)}","{'ENSG00000123836': ('ENSG00000123836', 1, 25.8)}"
"('MAR04310', 'ENSG00000138030')",{},{},{},{},{}
"('MAR04315', 'ENSG00000140263')",{},{},{},{},{}
"('MAR04316', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 63.7)}"
"('MAR04317', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.4709246901811249, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07530981887511917, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14871306005719734, 15.6), 'ENSG00000172456': ('ENSG00000172456', 0.30505243088655865, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.18100890207715137, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.36498516320474783, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.27299703264094954, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.18100890207715134, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.30412371134020616, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.26460481099656363, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.288659793814433, 16.8), 'ENSG00000172456': ('ENSG00000172456', 0.14261168384879724, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07215447154471544, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.05995934959349594, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04776422764227642, 9.4), 'ENSG00000172456': ('ENSG00000172456', 0.8201219512195121, 161.4)}","{'ENSG00000116199': ('ENSG00000116199', 0.064312736443884, 5.1), 'ENSG00000141560': ('ENSG00000141560', 0.26103404791929385, 20.7), 'ENSG00000162408': ('ENSG00000162408', 0.12484237074401011, 9.9), 'ENSG00000172456': ('ENSG00000172456', 0.5498108448928122, 43.6)}"
"('MAR04318', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.4709246901811249, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07530981887511917, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14871306005719734, 15.6), 'ENSG00000172456': ('ENSG00000172456', 0.30505243088655865, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.18100890207715137, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.36498516320474783, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.27299703264094954, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.18100890207715134, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.30412371134020616, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.26460481099656363, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.288659793814433, 16.8), 'ENSG00000172456': ('ENSG00000172456', 0.14261168384879724, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07215447154471544, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.05995934959349594, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04776422764227642, 9.4), 'ENSG00000172456': ('ENSG00000172456', 0.8201219512195121, 161.4)}","{'ENSG00000116199': ('ENSG00000116199', 0.064312736443884, 5.1), 'ENSG00000141560': ('ENSG00000141560', 0.26103404791929385, 20.7), 'ENSG00000162408': ('ENSG00000162408', 0.12484237074401011, 9.9), 'ENSG00000172456': ('ENSG00000172456', 0.5498108448928122, 43.6)}"
"('MAR04319', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 1, 137.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 18.4)}","{'ENSG00000156515': ('ENSG00000156515', 1, 34.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 0.6)}","{'ENSG00000156515': ('ENSG00000156515', 1, 1.1)}"
"('MAR04320', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.4709246901811249, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07530981887511917, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14871306005719734, 15.6), 'ENSG00000172456': ('ENSG00000172456', 0.30505243088655865, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.18100890207715137, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.36498516320474783, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.27299703264094954, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.18100890207715134, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.30412371134020616, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.26460481099656363, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.288659793814433, 16.8), 'ENSG00000172456': ('ENSG00000172456', 0.14261168384879724, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07215447154471544, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.05995934959349594, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04776422764227642, 9.4), 'ENSG00000172456': ('ENSG00000172456', 0.8201219512195121, 161.4)}","{'ENSG00000116199': ('ENSG00000116199', 0.064312736443884, 5.1), 'ENSG00000141560': ('ENSG00000141560', 0.26103404791929385, 20.7), 'ENSG00000162408': ('ENSG00000162408', 0.12484237074401011, 9.9), 'ENSG00000172456': ('ENSG00000172456', 0.5498108448928122, 43.6)}"
"('MAR04356', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.7293814432989691, 28.3), 'ENSG00000149925': ('ENSG00000149925', 0.27061855670103097, 10.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.03150406504065041, 3.1), 'ENSG00000149925': ('ENSG00000149925', 0.9684959349593496, 95.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.23937360178970915, 10.7), 'ENSG00000149925': ('ENSG00000149925', 0.7606263982102908, 34.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.9503858875413451, 86.2), 'ENSG00000149925': ('ENSG00000149925', 0.04961411245865491, 4.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.02631578947368421, 2.2), 'ENSG00000149925': ('ENSG00000149925', 0.9736842105263157, 81.4)}"
"('MAR04383', 'ENSG00000178802')","{'ENSG00000178802': ('ENSG00000178802', 1, 39.5)}","{'ENSG00000178802': ('ENSG00000178802', 1, 12.3)}","{'ENSG00000178802': ('ENSG00000178802', 1, 9.1)}","{'ENSG00000178802': ('ENSG00000178802', 1, 18.8)}","{'ENSG00000178802': ('ENSG00000178802', 1, 29.5)}"
"('MAR04385', 'ENSG00000100413 or ENSG00000100417 or ENSG00000140650')","{'ENSG00000100413': ('ENSG00000100413', 0.21965317919075142, 3.8), 'ENSG00000100417': ('ENSG00000100417', 0.7803468208092486, 13.5)}","{'ENSG00000100413': ('ENSG00000100413', 0.36390532544378695, 36.9), 'ENSG00000100417': ('ENSG00000100417', 0.6360946745562129, 64.5)}","{'ENSG00000100413': ('ENSG00000100413', 0.6, 10.5), 'ENSG00000100417': ('ENSG00000100417', 0.4, 7.0)}","{'ENSG00000100413': ('ENSG00000100413', 0.305993690851735, 38.8), 'ENSG00000100417': ('ENSG00000100417', 0.694006309148265, 88.0)}","{'ENSG00000100413': ('ENSG00000100413', 0.21498599439775912, 30.7), 'ENSG00000100417': ('ENSG00000100417', 0.785014005602241, 112.1)}"
"('MAR04386', 'ENSG00000164068 or ENSG00000173540')","{'ENSG00000164068': ('ENSG00000164068', 1, 0.7)}","{'ENSG00000164068': ('ENSG00000164068', 1, 3.1)}","{'ENSG00000164068': ('ENSG00000164068', 1, 4.7)}","{'ENSG00000164068': ('ENSG00000164068', 1, 22.6)}","{'ENSG00000164068': ('ENSG00000164068', 1, 8.4)}"
"('MAR04387', 'ENSG00000173540')",{},{},{},{},{}
"('MAR04399', 'ENSG00000112699')","{'ENSG00000112699': ('ENSG00000112699', 1, 2.8)}","{'ENSG00000112699': ('ENSG00000112699', 1, 86.1)}","{'ENSG00000112699': ('ENSG00000112699', 1, 24.4)}","{'ENSG00000112699': ('ENSG00000112699', 1, 17.1)}","{'ENSG00000112699': ('ENSG00000112699', 1, 41.0)}"
"('MAR04400', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 11.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 43.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 49.1)}","{'ENSG00000104522': ('ENSG00000104522', 1, 73.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 78.0)}"
"('MAR04401', 'ENSG00000116783 or ENSG00000254685')",{},{},{},{},{}
"('MAR04402', 'ENSG00000157353')",{},{},{},{},{}
"('MAR04403', '')",{},{},{},{},{}
"('MAR04490', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 1, 137.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 18.4)}","{'ENSG00000156515': ('ENSG00000156515', 1, 34.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 0.6)}","{'ENSG00000156515': ('ENSG00000156515', 1, 1.1)}"
"('MAR04706', 'ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000123836': ('ENSG00000123836', 1, 87.0)}","{'ENSG00000123836': ('ENSG00000123836', 1, 30.7)}","{'ENSG00000123836': ('ENSG00000123836', 1, 2.4)}","{'ENSG00000123836': ('ENSG00000123836', 1, 6.3)}","{'ENSG00000123836': ('ENSG00000123836', 1, 25.8)}"
"('MAR08768', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 11.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 43.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 49.1)}","{'ENSG00000104522': ('ENSG00000104522', 1, 73.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 78.0)}"
"('MAR04590', 'ENSG00000169738')","{'ENSG00000169738': ('ENSG00000169738', 1, 152.5)}","{'ENSG00000169738': ('ENSG00000169738', 1, 651.6)}","{'ENSG00000169738': ('ENSG00000169738', 1, 47.9)}","{'ENSG00000169738': ('ENSG00000169738', 1, 4143.6)}","{'ENSG00000169738': ('ENSG00000169738', 1, 2642.2)}"
"('MAR04591', 'ENSG00000115425 or ENSG00000116353')",{},{},{},{},{}
"('MAR04592', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 63.7)}"
"('MAR04593', 'ENSG00000140263')",{},{},{},{},{}
"('MAR04594', 'ENSG00000104808')",{},{},{},{},{}
"('MAR04595', 'ENSG00000093217')",{},{},{},{},{}
"('MAR08341', 'ENSG00000053371 or ENSG00000085662 or ENSG00000117448')","{'ENSG00000053371': ('ENSG00000053371', 0.05400696864111499, 18.6), 'ENSG00000085662': ('ENSG00000085662', 0.7952961672473867, 273.9), 'ENSG00000117448': ('ENSG00000117448', 0.15069686411149827, 51.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.477199901404979, 193.6), 'ENSG00000085662': ('ENSG00000085662', 0.2272615232930737, 92.2), 'ENSG00000117448': ('ENSG00000117448', 0.2955385753019472, 119.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.2065285624607658, 32.9), 'ENSG00000085662': ('ENSG00000085662', 0.3860640301318267, 61.5), 'ENSG00000117448': ('ENSG00000117448', 0.40740740740740744, 64.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.2440009503444999, 102.7), 'ENSG00000085662': ('ENSG00000085662', 0.0076027559990496565, 3.2), 'ENSG00000117448': ('ENSG00000117448', 0.7483962936564506, 315.0)}","{'ENSG00000053371': ('ENSG00000053371', 0.3222421137107228, 522.0), 'ENSG00000085662': ('ENSG00000085662', 0.03932341502561886, 63.7), 'ENSG00000117448': ('ENSG00000117448', 0.6384344712636583, 1034.2)}"
"('MAR08342', '')",{},{},{},{},{}
"('MAR08344', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 51.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 119.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 64.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 315.0)}","{'ENSG00000117448': ('ENSG00000117448', 1, 1034.2)}"
"('MAR08352', 'ENSG00000165475')",{},{},{},{},{}
"('MAR08353', '')",{},{},{},{},{}
"('MAR08726', 'ENSG00000171174')",{},{},{},{},{}
"('MAR08727', 'ENSG00000120697')","{'ENSG00000120697': ('ENSG00000120697', 1, 20.7)}","{'ENSG00000120697': ('ENSG00000120697', 1, 18.4)}","{'ENSG00000120697': ('ENSG00000120697', 1, 48.4)}","{'ENSG00000120697': ('ENSG00000120697', 1, 75.8)}","{'ENSG00000120697': ('ENSG00000120697', 1, 47.0)}"
"('MAR08728', '')",{},{},{},{},{}
"('MAR08729', 'ENSG00000115652')","{'ENSG00000115652': ('ENSG00000115652', 1, 22.5)}","{'ENSG00000115652': ('ENSG00000115652', 1, 33.8)}","{'ENSG00000115652': ('ENSG00000115652', 1, 18.2)}","{'ENSG00000115652': ('ENSG00000115652', 1, 11.3)}","{'ENSG00000115652': ('ENSG00000115652', 1, 16.0)}"
"('MAR06537', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 51.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 119.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 64.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 315.0)}","{'ENSG00000117448': ('ENSG00000117448', 1, 1034.2)}"
"('MAR01568', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')",{},{},{},{},{}
"('MAR03853', 'ENSG00000124767 or ENSG00000167699')","{'ENSG00000124767': ('ENSG00000124767', 0.7967557251908397, 167.0), 'ENSG00000167699': ('ENSG00000167699', 0.20324427480916032, 42.6)}","{'ENSG00000124767': ('ENSG00000124767', 0.6033880075289056, 224.4), 'ENSG00000167699': ('ENSG00000167699', 0.3966119924710944, 147.5)}","{'ENSG00000124767': ('ENSG00000124767', 0.6657848324514991, 75.5), 'ENSG00000167699': ('ENSG00000167699', 0.33421516754850084, 37.9)}","{'ENSG00000124767': ('ENSG00000124767', 0.6244725738396624, 118.4), 'ENSG00000167699': ('ENSG00000167699', 0.3755274261603375, 71.2)}","{'ENSG00000124767': ('ENSG00000124767', 0.4267862864466516, 133.2), 'ENSG00000167699': ('ENSG00000167699', 0.5732137135533483, 178.9)}"
"('MAR03854', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 63.7)}"
"('MAR03855', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 63.7)}"
"('MAR03857', 'ENSG00000063854 or ENSG00000103253')","{'ENSG00000063854': ('ENSG00000063854', 1, 99.9)}","{'ENSG00000063854': ('ENSG00000063854', 1, 98.3)}","{'ENSG00000063854': ('ENSG00000063854', 1, 34.5)}","{'ENSG00000063854': ('ENSG00000063854', 1, 236.7)}","{'ENSG00000063854': ('ENSG00000063854', 1, 405.5)}"
